commit,commit_date,author_date,path,loc,lloc,comments,blanks,entities,inter_cd,intra_cd,cc
40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,2005-12-12 17:53:59+00:00,2005-12-12 17:53:59+00:00,activemq-core/src/main/java/org/activemq/broker/BrokerService.java,909,909,"Moved the trunk code into the trunk sub directory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@356304 13f79535-47bb-0310-9956-ffa450edef68",109,105,1.5680048561451372,1.5680048605519126,73
0d6f94b93dad17328ae79cfebe3ccf3c4e16b5cb,2005-12-16 13:56:13+00:00,2005-12-16 13:56:13+00:00,activemq-core/src/main/java/org/activemq/broker/BrokerService.java,914,914,"allow multiple calls to start() as its quite easy to do these days with all the different configuration mechanisms (URI, spring, xbean, command line)

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@357158 13f79535-47bb-0310-9956-ffa450edef68",110,105,1.568340155670204,1.568340160094616,73
92a698fe42656274d0f3e31be415ba881b094b3f,2005-12-22 06:11:40+00:00,2005-12-22 06:11:40+00:00,activemq-core/src/main/java/org/activemq/broker/BrokerService.java,912,912,"updated headers in source file to use apache header

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358513 13f79535-47bb-0310-9956-ffa450edef68",110,105,1.568340155670204,1.568340160094616,73
d29ca2a71b7fd281c15f7d05e135c196d2b2488c,2005-12-28 17:24:02+00:00,2005-12-28 17:24:02+00:00,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,912,912,"Refactor org.activemq -> org.apache.activemq


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359567 13f79535-47bb-0310-9956-ffa450edef68",110,105,1.5688914495648714,1.568891451649163,73
48b4869472d647a890ce6905e7914b7d1ecde948,2005-12-29 02:15:21+00:00,2005-12-29 02:15:21+00:00,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,912,912,"Updated copyright headers to be (c) 2005-2006 


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359679 13f79535-47bb-0310-9956-ffa450edef68",110,105,1.5688914495648714,1.568891451649163,73
eef92026754b0cc94c2b0ba21ece0b531b518b97,2006-01-13 23:11:20+00:00,2006-01-13 23:11:20+00:00,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,914,914,"AMQ-484: Restore discoveryUri when replacing TransportConnector with ManagedTransportConnector

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@368911 13f79535-47bb-0310-9956-ffa450edef68",110,105,1.5689935799420052,1.5689935842537985,73
4098942c1e8c1947eeecaff8bfcdbd8ba9d01ab9,2006-01-18 19:16:58+00:00,2006-01-18 19:16:58+00:00,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,1056,1056,"Added master/slave functionality to the Broker

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@370223 13f79535-47bb-0310-9956-ffa450edef68",127,118,1.5652398487577082,1.5652398526079672,86
5a429d90bbfeb27d012127cc5d03f67b0ef7ed98,2006-01-31 16:35:13+00:00,2006-01-31 16:35:13+00:00,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,1058,1058,"Fixes for networks and the invalid Brokers caper

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@373863 13f79535-47bb-0310-9956-ffa450edef68",127,118,1.5628477490807018,1.5628477544821793,86
d517eebfbc124b156fdba4b0223dd68933ef2ccf,2006-02-02 06:54:17+00:00,2006-02-02 06:54:17+00:00,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,1059,1059,"put back default Constructor on NetworkConnector - for now.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@374288 13f79535-47bb-0310-9956-ffa450edef68",127,118,1.5641216443507,1.5641216491014471,86
43d4e983dc3984b09655b36750f645e680c6c84d,2006-02-08 20:17:12+00:00,2006-02-08 20:17:12+00:00,activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java,1059,1059,"A little better logging to see when brokers are started and stopped.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@376042 13f79535-47bb-0310-9956-ffa450edef68",127,118,1.5636893382943735,1.563689341113071,86
