commit,commit_date,author_date,path,loc,lloc,comments,blanks,entities,inter_cd,intra_cd,cc
40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,2005-12-12 17:53:59+00:00,2005-12-12 17:53:59+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnectionFactory.java,403,403,"Moved the trunk code into the trunk sub directory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@356304 13f79535-47bb-0310-9956-ffa450edef68",69,65,1.5336137700853245,1.5336137704663704,15
8032ef40bea6bb08d0f8151866beadd7cafb9eb1,2005-12-20 18:05:38+00:00,2005-12-20 18:05:38+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnectionFactory.java,393,393,"- updated openwire marshalers.
- added some more toString() methods to the transports
- Fixed up the advisories so that duplicate consumer infos are not sent
- Changed the demand forwarding bridge so that loop back message filtering occurs in the broker instead of on the bridge


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358056 13f79535-47bb-0310-9956-ffa450edef68",66,62,1.5436299003677465,1.5436298970480895,15
92a698fe42656274d0f3e31be415ba881b094b3f,2005-12-22 06:11:40+00:00,2005-12-22 06:11:40+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnectionFactory.java,391,391,"updated headers in source file to use apache header

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358513 13f79535-47bb-0310-9956-ffa450edef68",66,62,1.5436299003677465,1.5436298970480895,15
5cea195af29c5987e457af197312ecbfaf6c241b,2005-12-27 16:47:56+00:00,2005-12-27 16:47:56+00:00,activemq-core/src/main/java/org/activemq/ActiveMQConnectionFactory.java,394,394,"Applied patch suggested by marcusp@absa.co.za on the dev mailing list.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359239 13f79535-47bb-0310-9956-ffa450edef68",67,62,1.5433866855414586,1.543386681976109,16
d29ca2a71b7fd281c15f7d05e135c196d2b2488c,2005-12-28 17:24:02+00:00,2005-12-28 17:24:02+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,394,394,"Refactor org.activemq -> org.apache.activemq


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359567 13f79535-47bb-0310-9956-ffa450edef68",67,62,1.5433866855414586,1.5433866803379865,16
48b4869472d647a890ce6905e7914b7d1ecde948,2005-12-29 02:15:21+00:00,2005-12-29 02:15:21+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,394,394,"Updated copyright headers to be (c) 2005-2006 


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359679 13f79535-47bb-0310-9956-ffa450edef68",67,62,1.5433866855414586,1.5433866803379865,16
ffb9d2aabb8ade109d32df3f95be3bb1a24f970b,2005-12-30 15:34:31+00:00,2005-12-30 15:34:31+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,409,409,"allow the RedeliveryPolicy to be configured on an ActiveMQConnectionFactory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@360105 13f79535-47bb-0310-9956-ffa450edef68",70,65,1.5448229833908882,1.5448229784804508,16
de7f650b16e6e77ea31f8967202dd8445bd64a5e,2005-12-30 18:25:15+00:00,2005-12-30 18:25:15+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,411,411,"avoid possible NPE; only set the redeliveryPolicy if there is one configured

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@360132 13f79535-47bb-0310-9956-ffa450edef68",70,65,1.5449715744993653,1.544971570930085,18
90e21b4e8f7d5ad4a7f127f2558cd5cb755ccbba,2005-12-30 18:48:31+00:00,2005-12-30 18:48:31+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,413,413,"Modified the BrokerInfo so that the redelivery policy is now purely configured on the client side.  Also the connection's transport
is not started until the connection if fully configured now.



git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@360140 13f79535-47bb-0310-9956-ffa450edef68",71,65,1.546078084991636,1.5460780799667861,16
c8d74e7113ce444f3897d5f5416859f13b0c15cc,2006-01-05 08:22:59+00:00,2006-01-05 08:22:59+00:00,activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,412,412,"removed RedeliveryPolicy from openwire and moved into the client package

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@366118 13f79535-47bb-0310-9956-ffa450edef68",71,65,1.546078084991636,1.5460780812822323,16
