commit,commit_date,author_date,path,loc,lloc,comments,blanks,entities,inter_cd,intra_cd,cc
51765c07ca2b0b71887b53c3e85e0bc5c698d60e,2020-07-13 17:15:11-07:00,2020-07-13 17:15:11-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,151,151,TransformConfig in IngestionConfig for ingestion transformations (#5681),9,5,1.3170893272458053,1.3170893345385284,36
f740456dc74480456e8039db440afafce472e748,2020-07-17 02:22:19-07:00,2020-07-17 02:22:19-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,130,130,"Support text index on dictionary encoded columns. (#5667)

With these changes, we can essentially have both text and native
Pinot inverted index on the same column.

Co-authored-by: Siddharth Teotia <steotia@steotia-mn1.linkedin.biz>",8,4,1.346434987665316,1.346434985117545,26
8e412b5754bde73be0d3dd2de893d40fecbff2c1,2020-07-20 20:02:10-07:00,2020-07-20 20:02:10-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,144,144,Disallow table creation with dot in the table name (#5714),9,5,1.34764120326819,1.3476412060601324,27
9f23e1857c5deb8eeac21f376f84665453fda007,2020-08-10 15:06:24-07:00,2020-08-10 15:06:24-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,196,196,"Tiered storage (#5793)

Tiered storage support in Pinot - Phase 1.
This phase supports default tag based instance assignments only, which are not persisted in zk.",13,6,1.4497399211887156,1.449739928187032,36
e0ed179c249a4affbbf0491e4140d1c9fd5e9b20,2020-09-10 14:32:31-07:00,2020-09-10 14:32:31-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,228,228,Validate timeColumnName when adding/updating schema/tableConfig (#5966),16,6,1.4234429735624732,1.4234429743587762,44
5548e791f9273ec9ffd74f237385c9e7a531f9f3,2020-09-17 21:02:48-07:00,2020-09-17 21:02:48-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,336,336,"Table indexing config validation (#6017)

* Adding validation for table indexing config to check for valid column names

* * Addressing review comments: adding validation for FieldConfigList. Adding javadocs
* Bug fix in integration test regarding removal of existing column from schema

* Adding validation for StarTreeIndexingConfig

* Addressing review comments",21,8,1.4359388643292195,1.4359388635486425,87
a88e05ef9467f8d7200e45ec885508b8ad6d2f61,2020-09-23 12:14:02-07:00,2020-09-23 12:14:02-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,343,343,Add validation for segment partition config column names (#6049),22,8,1.4396563225421564,1.4396563183509579,92
07a6289a07fc5b268707a09086625f1fc023f144,2020-09-25 15:25:53-07:00,2020-09-25 15:25:53-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,356,356,"Adding dependency validation check on Indexing config (#6038)

* Adding dependency validation check between inverted index, bloom filter and no dictionary column config

* Fixing assert comment in valid star tree index config test",23,8,1.4440536462775442,1.4440536462332498,94
9929dad2e804f525b8ace925e859e07c6fdee9da,2020-10-02 09:41:55-07:00,2020-10-02 09:41:55-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,400,400,"Adding more table config validation (#6073)

Adding more table config validation (retention, pushType and tenant)
Fixing bug where retention manager does not work for real-time tables if the pushType is missing.",29,9,1.4773108091052953,1.477310813437972,105
11ff74a5af6cf2aaa7dd642775ef9553ee4ffe67,2020-10-05 16:35:27-07:00,2020-10-05 16:35:27-07:00,pinot-core/src/main/java/org/apache/pinot/core/util/TableConfigUtils.java,396,396,Making pushType non-mandatory (#6107),28,9,1.4733257187597995,1.4733257161028697,106
