commit,commit_date,author_date,path,loc,lloc,comments,blanks,entities,inter_cd,intra_cd,cc
40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,2005-12-12 17:53:59+00:00,2005-12-12 17:53:59+00:00,activemq-core/src/main/java/org/activemq/broker/TransportConnection.java,214,214,"Moved the trunk code into the trunk sub directory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@356304 13f79535-47bb-0310-9956-ffa450edef68",14,29,1.19944966368419,1.5110476918642475,7
384e290b7f16e1ed40ebf1706c81c91abcc80765,2005-12-19 12:22:09+00:00,2005-12-19 12:22:09+00:00,activemq-core/src/main/java/org/activemq/broker/TransportConnection.java,216,216,"added enqueue/dequeue statistics at the Connection/Connector level in JMX

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@357683 13f79535-47bb-0310-9956-ffa450edef68",15,29,1.1998329484714017,1.5117872641447592,7
8032ef40bea6bb08d0f8151866beadd7cafb9eb1,2005-12-20 18:05:38+00:00,2005-12-20 18:05:38+00:00,activemq-core/src/main/java/org/activemq/broker/TransportConnection.java,193,193,"- updated openwire marshalers.
- added some more toString() methods to the transports
- Fixed up the advisories so that duplicate consumer infos are not sent
- Changed the demand forwarding bridge so that loop back message filtering occurs in the broker instead of on the bridge


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358056 13f79535-47bb-0310-9956-ffa450edef68",14,28,1.1873127591182406,1.4946528298147743,3
92a698fe42656274d0f3e31be415ba881b094b3f,2005-12-22 06:11:40+00:00,2005-12-22 06:11:40+00:00,activemq-core/src/main/java/org/activemq/broker/TransportConnection.java,191,191,"updated headers in source file to use apache header

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358513 13f79535-47bb-0310-9956-ffa450edef68",14,28,1.1873127591182406,1.4946528267193162,3
d29ca2a71b7fd281c15f7d05e135c196d2b2488c,2005-12-28 17:24:02+00:00,2005-12-28 17:24:02+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,191,191,"Refactor org.activemq -> org.apache.activemq


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359567 13f79535-47bb-0310-9956-ffa450edef68",14,28,1.1873127591182406,1.4946528267193162,3
48b4869472d647a890ce6905e7914b7d1ecde948,2005-12-29 02:15:21+00:00,2005-12-29 02:15:21+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,191,191,"Updated copyright headers to be (c) 2005-2006 


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359679 13f79535-47bb-0310-9956-ffa450edef68",14,28,1.1873127591182406,1.4946528263410161,3
c59246d5edc68539bcfdd327b43c98c0f45e8fa9,2006-01-09 17:21:52+00:00,2006-01-09 17:21:52+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,198,198,"- Changed the command id objects so that they do not use fields that have the same name as the class (for the .net folks)
- Added a ConnectionError command that can be used to notify a connection of async errors associated with the connection.
- 

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@367341 13f79535-47bb-0310-9956-ffa450edef68",16,28,1.1921851525575367,1.5036104952404468,3
4098942c1e8c1947eeecaff8bfcdbd8ba9d01ab9,2006-01-18 19:16:58+00:00,2006-01-18 19:16:58+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,220,220,"Added master/slave functionality to the Broker

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@370223 13f79535-47bb-0310-9956-ffa450edef68",16,31,1.2151814476352627,1.5287088123952088,6
71afa0ded92805e0039d74e1a8d39f34e3934c90,2006-01-23 16:48:10+00:00,2006-01-23 16:48:10+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,219,219,"removed sleep from stop() method

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@371590 13f79535-47bb-0310-9956-ffa450edef68",16,31,1.2160463407513955,1.5302651234649842,6
d2d1c6d63d67115448d9b929c2d2e2e3dcd7f0f1,2006-01-23 19:40:42+00:00,2006-01-23 19:40:42+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,221,221,"The Transport Connection now notifies it's Connector of lifecycle events so that the Connector does not have to wrap the broker in yet another filter to notice the connection's lifecycle events.


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@371636 13f79535-47bb-0310-9956-ffa450edef68",16,31,1.2131510891511175,1.525127474864957,6
f915da57723b9ac0139a38ea9e365a3a1968538b,2006-02-18 07:18:01+00:00,2006-02-18 07:18:01+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,222,222,"Extended TransportListener to notify when transport is interrupted and resumed

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@378699 13f79535-47bb-0310-9956-ffa450edef68",16,31,1.2126402047631755,1.5242140228989356,6
75af5faa5ae5c715483b86e0e899bffd9e533c45,2006-02-27 12:39:06+00:00,2006-02-27 12:39:06+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,219,219,"Enure reference count for MessageReference is always updated - if dispatched sync or async

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@381328 13f79535-47bb-0310-9956-ffa450edef68",12,31,1.2118984904210048,1.5228162614448586,6
0f1dccee3797645e8df7ddaa40972e8fce08ffac,2006-06-19 12:32:59+00:00,2006-06-19 12:32:59+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,223,223,"applied patch from Jason Sherman for AMQ-753 to expose the remote connection address in JMX - many thanks!

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@415306 13f79535-47bb-0310-9956-ffa450edef68",13,32,1.2178785520050952,1.5289775068609668,6
57b494132549ebef6877bf47da3c3d5d776286e0,2006-07-28 03:04:41+00:00,2006-07-28 03:04:41+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,224,224,"Applied new source header boiler plate per http://www.apache.org/legal/src-headers.html

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@426366 13f79535-47bb-0310-9956-ffa450edef68",13,32,1.2178785520050952,1.5289775083271182,6
a86a587788e62c801c9aa71cefe7fa703d0ca810,2006-09-14 06:54:49+00:00,2006-09-14 06:54:49+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,227,227,"fixed for http://issues.apache.org/activemq/browse/AMQ-918

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@443267 13f79535-47bb-0310-9956-ffa450edef68",14,32,1.217189795473343,1.5276793317460433,8
4b595ea6dc2d0bd3dcd7e80d0ddb670ead17245d,2006-09-25 11:26:53+00:00,2006-09-25 11:26:53+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,281,281,"applied patch from John Heitmann for AMQ-932  - many thanks!

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@449654 13f79535-47bb-0310-9956-ffa450edef68",32,38,1.2152642788059622,1.5212533741207046,12
9ca56a0049e2009f1725aaf0e7afdf6e4d21d6ee,2006-10-15 03:31:28+00:00,2006-10-15 03:31:28+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,282,282,"http://issues.apache.org/activemq/browse/AMQ-976

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@464110 13f79535-47bb-0310-9956-ffa450edef68",32,38,1.2087298173262662,1.5203613353442142,12
cafe4cbcc4cf31839ff5bdfb5af7a55a682ef075,2006-11-06 19:35:59+00:00,2006-11-06 19:35:59+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,291,291,"http://issues.apache.org/activemq/browse/AMQ-1026
Created a ReconnectTest that showed problems with the synchronization used when a client reconnects to a server via failover before the server detects the client failure.
- InactivityMonitor : Better syncronization so that an inactivty exception is only raised once.
- Connection: Added serviceExceptionAsync() method and change all methods that are dispatching to use this instead of serviceException() to avoid possible deadlock that can occur during connection shutdown.
- MockTransport: finer grained sychonization to avoid deadlocks.
- PrefetchSubscription: it is possible it will get duplicate acks on a failover reconnect



git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@471837 13f79535-47bb-0310-9956-ffa450edef68",34,39,1.2098781186055767,1.5189458931350812,13
da7478d9d534eefd979404417d0dbb9e7fd84a36,2006-11-07 16:40:23+00:00,2006-11-07 16:40:23+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,1065,1065,"Eliminated AbstractConnection by inlining it into TransportConnection.  The synchronization complexity between the two was making my head spin.  Now that they are consolidated, we can try to simply them a little more.



git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@472157 13f79535-47bb-0310-9956-ffa450edef68",162,106,1.223758932198571,1.6617821637264605,106
43d2ef0469b5e65076d3896f599581bc9fa1f002,2006-11-13 19:49:33+00:00,2006-11-13 19:49:33+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,1065,1065,"log an error for ConnectionErrors that are not transport or 
Broker in shutdown related

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@474465 13f79535-47bb-0310-9956-ffa450edef68",163,106,1.2237508395693133,1.6617494498915906,105
caa30ffdc02b57cf970ffc7eba5f877af184114b,2006-11-14 12:44:16+00:00,2006-11-14 12:44:16+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,1068,1068,"Added synconization to the methods that setup connection state so that when an async error is detected, it properly does a full cleanup.  Previously subscriptions were not properly cleaned up since they were being setup at the same time as they were being cleaned up.

Also start 1 async exception thread ever since an async exception leads to connection tear down.  Subsequent failures do not need additional async threads started.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@474769 13f79535-47bb-0310-9956-ffa450edef68",163,107,1.222156035170755,1.656987859736658,106
86cbdfd5db5b1c90c4a5f4dcdef702b0cf4901ce,2006-11-17 00:29:03+00:00,2006-11-17 00:29:03+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,1068,1068,"Switching to Java 5.. Build and Runtime now require Java 5 see: http://www.nabble.com/Switching-to-ActiveMQ-4.2-to-Java-5----tf2637427.html
- Update maven build
- Removed dependency on concurrent-backport



git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@475999 13f79535-47bb-0310-9956-ffa450edef68",163,107,1.222156035170755,1.6569878573608645,106
27ded73ca6380e3e9d8bc2e39a86ca5f906ed62f,2006-12-28 20:44:59+00:00,2006-12-28 20:44:59+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,1068,1068,"drop synchronization from connectionState and connection context - 
not required when using ConcurrentHashMap and limited concurrency for 
publishers or transactions for the same client connection 

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@490789 13f79535-47bb-0310-9956-ffa450edef68",163,107,1.2240901859062434,1.6622912255292763,106
8b0f88a2573602ecfea38fdb89e2ad3fcd08f9b5,2006-12-29 20:19:25+00:00,2006-12-29 20:19:25+00:00,activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java,984,984,"put the synchronization back for now

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@491088 13f79535-47bb-0310-9956-ffa450edef68",81,107,1.222084132870146,1.6501900767026423,74
