commit,commit_date,author_date,path,loc,lloc,comments,blanks,entities,inter_cd,intra_cd,cc
40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,2005-12-12 17:53:59+00:00,2005-12-12 17:53:59+00:00,activemq-core/src/main/java/org/activemq/transport/failover/FailoverTransport.java,399,399,"Moved the trunk code into the trunk sub directory

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@356304 13f79535-47bb-0310-9956-ffa450edef68",60,1.1965821361022442,1.4832942746768705,48
f1bbfd320193609fad94c9ef2654c0c7b78d0aff,2005-12-14 17:34:16+00:00,2005-12-14 17:34:16+00:00,activemq-core/src/main/java/org/activemq/transport/failover/FailoverTransport.java,400,400,"fixed bug that prevented the initialReconnectDelay value from being changed

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@356814 13f79535-47bb-0310-9956-ffa450edef68",60,1.1965648326329785,1.483244870422657,48
8032ef40bea6bb08d0f8151866beadd7cafb9eb1,2005-12-20 18:05:38+00:00,2005-12-20 18:05:38+00:00,activemq-core/src/main/java/org/activemq/transport/failover/FailoverTransport.java,404,404,"- updated openwire marshalers.
- added some more toString() methods to the transports
- Fixed up the advisories so that duplicate consumer infos are not sent
- Changed the demand forwarding bridge so that loop back message filtering occurs in the broker instead of on the bridge


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358056 13f79535-47bb-0310-9956-ffa450edef68",61,1.1981610031317613,1.4853000089528854,48
92a698fe42656274d0f3e31be415ba881b094b3f,2005-12-22 06:11:40+00:00,2005-12-22 06:11:40+00:00,activemq-core/src/main/java/org/activemq/transport/failover/FailoverTransport.java,402,402,"updated headers in source file to use apache header

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@358513 13f79535-47bb-0310-9956-ffa450edef68",61,1.1981610031317613,1.4853000089528854,48
d29ca2a71b7fd281c15f7d05e135c196d2b2488c,2005-12-28 17:24:02+00:00,2005-12-28 17:24:02+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,402,402,"Refactor org.activemq -> org.apache.activemq


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359567 13f79535-47bb-0310-9956-ffa450edef68",61,1.1981610031317613,1.4853000089528854,48
48b4869472d647a890ce6905e7914b7d1ecde948,2005-12-29 02:15:21+00:00,2005-12-29 02:15:21+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,402,402,"Updated copyright headers to be (c) 2005-2006 


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@359679 13f79535-47bb-0310-9956-ffa450edef68",61,1.1981610031317613,1.4853000089528854,48
4098942c1e8c1947eeecaff8bfcdbd8ba9d01ab9,2006-01-18 19:16:58+00:00,2006-01-18 19:16:58+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,448,448,"Added master/slave functionality to the Broker

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@370223 13f79535-47bb-0310-9956-ffa450edef68",66,1.4244272138061094,1.5056523579798955,54
40ce55be77effd7a07010cd04e8f9582ca4377eb,2006-01-26 12:40:12+00:00,2006-01-26 12:40:12+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,451,451,"added extra NPE check

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@372519 13f79535-47bb-0310-9956-ffa450edef68",66,1.4169559369541131,1.5028005281189363,56
2ae71698560f5e493cd1a7e68bc1dda6e8ef9da8,2006-01-31 12:33:44+00:00,2006-01-31 12:33:44+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,453,453,"removed possible NPE

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@373809 13f79535-47bb-0310-9956-ffa450edef68",66,1.4139125385737124,1.5021528314713313,58
3e7ebc2368d378176ac257977e3b4dfc3a890241,2006-01-31 16:31:21+00:00,2006-01-31 16:31:21+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,452,452,"Add a check to the iterate() so that on failover - it's not possible
to iterate for ever if the transport has actually been stopped

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@373862 13f79535-47bb-0310-9956-ffa450edef68",64,1.4140588399641154,1.5024310042695797,59
e99fc62e4a8fdb87b5e5446eef1d2abab24be4ea,2006-02-09 06:43:10+00:00,2006-02-09 06:43:10+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,463,463,"- Added a message to the request map in failover before sending it to prevent race condition where the response tries (and fails) to remove the message before it is even added. This is to prevent double sending a message because it is still in the requestMap. (This is for the master-slave test cases)
- Enabled a QueueBridgeTest, this test seems to pass already.
- Some minor typo correction.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@376206 13f79535-47bb-0310-9956-ffa450edef68",66,1.4147133322186742,1.5036426178333215,61
f915da57723b9ac0139a38ea9e365a3a1968538b,2006-02-18 07:18:01+00:00,2006-02-18 07:18:01+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,470,470,"Extended TransportListener to notify when transport is interrupted and resumed

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@378699 13f79535-47bb-0310-9956-ffa450edef68",66,1.4145100400182824,1.503209473765532,65
8b572cb6b8567cf6c4a6abbfe6b3ff2e5bfb04d6,2006-02-19 22:15:43+00:00,2006-02-19 22:15:43+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,470,470,"don't iterate forever in oneWay() if disposed (can cause some tests to hang in Connection close)

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@378969 13f79535-47bb-0310-9956-ffa450edef68",66,1.414046973053913,1.5023386459043067,65
2bc09bb764ea7f78e1d69e0a23013abc51e79bbc,2006-02-21 09:14:07+00:00,2006-02-21 09:14:07+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,482,482,"fixed exponentialBackoff

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@379397 13f79535-47bb-0310-9956-ffa450edef68",69,1.415160796637347,1.5038218096610272,66
3155d41711ac1b8fc068af1dacdbf08d066ded76,2006-02-21 18:23:06+00:00,2006-02-21 18:23:06+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,484,484,"don't throw an exception if the transport is disposed

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@379557 13f79535-47bb-0310-9956-ffa450edef68",67,1.4150251368511644,1.5035684328485894,68
99c1a67a288555bc7413616e10c6e1f432d8064b,2006-03-03 15:02:54+00:00,2006-03-03 15:02:54+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,484,484,"refactor of the TcpTransport so that the timeout and buffer size can be configured via properties before the socket is used after the start() method is called.
this also fixes AMQ-610


git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@382846 13f79535-47bb-0310-9956-ffa450edef68",67,1.414823143676729,1.503199461498184,68
ead505da9837037beae4e5bd18049971d7d0473d,2006-03-07 20:33:02+00:00,2006-03-07 20:33:02+00:00,activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java,485,485,"Fixed transport testcase so that it does not fail anymore.  tcp transport was being stopped and then oneway was being called on it, and it was throwing an unexpected illegalstate exception witched to ioexception and all was better.

git-svn-id: https://svn.apache.org/repos/asf/incubator/activemq/trunk@384001 13f79535-47bb-0310-9956-ffa450edef68",67,1.4145459456767533,1.502672467316678,68
